                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.85753,                  0.311,                 1.1798,                0.99762,                0.99867,                0.99433,                0.80988,                0.80786,                0.26199,                 1.2427,             0.00066661,             0.00066661,             0.00066661
